pipeline_name,pipeline_stable_id,procedure_name,procedure_stable_id,parameter_name,parameter_stable_id,strain_accession_id,strain_name,genetic_background,gene_symbol,gene_accession_id,allele_symbol,allele_accession_id,phenotyping_center,colony_id,date_of_experiment,date_of_birth,age_in_weeks,developmental_stage_name,zygosity,sex,biological_sample_group,external_sample_id,metadata,metadata_group,weight,production_center,data_point
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MUGJ,2015-08-05,2015-04-17,15,postnatal,homozygote,female,control,2118179,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2015-08-05T09:39:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2015-08-05T09:39:00+01:00, Date of measurement = 2015-08-05, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = 68CE1]""",c5d5b3349a0014cdac742fb284d786ed,28.1,WTSI,11.2
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MEXC,2014-02-17,2013-10-28,16,postnatal,homozygote,female,control,1642571,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-02-17T09:13:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-02-17T09:13:00Z, Date of measurement = 2014-02-17, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 88AE6, Blood collection experimenter ID = 4E4B5]""",c5d5b3349a0014cdac742fb284d786ed,24.0,WTSI,10.8
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MECU,2013-10-23,2013-06-30,16,postnatal,homozygote,male,control,1531749,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2013-10-23T11:38:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-10-23T11:38:00+01:00, Date of measurement = 2013-10-23, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = D554F, Blood collection experimenter ID = 428FC]""",c5d5b3349a0014cdac742fb284d786ed,30.5,WTSI,10.38
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MFEU,2013-05-20,2013-01-29,15,postnatal,homozygote,female,control,1397286,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2013-05-20T09:45:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-05-20T09:45:00+01:00, Date of measurement = 2013-05-20, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = E57C6]""",c5d5b3349a0014cdac742fb284d786ed,23.8,WTSI,10.48
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,DACL,2016-04-06,2015-12-17,15,postnatal,homozygote,male,control,2311619,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2016-04-06T11:15:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2016-04-06T11:15:00+01:00, Date of measurement = 2016-04-06, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = A1140, Blood collection experimenter ID = 68CE1]""",c5d5b3349a0014cdac742fb284d786ed,37.4,WTSI,11.49
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MFZV,2014-11-03,2014-07-15,15,postnatal,homozygote,female,control,1875965,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-11-03T10:08:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-11-03T10:08:00Z, Date of measurement = 2014-11-03, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 88AE6, Blood collection experimenter ID = C0F16]""",c5d5b3349a0014cdac742fb284d786ed,24.1,WTSI,10.84
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MFUD,2015-03-09,2014-11-18,15,postnatal,homozygote,male,control,1982190,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2015-03-09T10:08:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2015-03-09T10:08:00Z, Date of measurement = 2015-03-09, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 0D087, Blood collection experimenter ID = 46922]""",c5d5b3349a0014cdac742fb284d786ed,28.8,WTSI,10.5
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MCPD,2014-01-29,2013-10-10,15,postnatal,homozygote,female,control,1630639,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-01-29T09:55:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-01-29T09:55:00Z, Date of measurement = 2014-01-29, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 88AE6, Blood collection experimenter ID = 428FC]""",c5d5b3349a0014cdac742fb284d786ed,22.1,WTSI,11.59
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MCPD,2014-01-29,2013-10-10,15,postnatal,homozygote,female,control,1630638,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-01-29T09:54:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-01-29T09:54:00Z, Date of measurement = 2014-01-29, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = AFDA3, Blood collection experimenter ID = 8E98D]""",c5d5b3349a0014cdac742fb284d786ed,24.0,WTSI,11.8
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MHDC,2016-07-27,2016-04-09,15,postnatal,homozygote,female,control,2404140,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2016-07-27T11:31:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2016-07-27T11:31:00+01:00, Date of measurement = 2016-07-27, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 4E4B5, Blood collection experimenter ID = 4E4B5]""",c5d5b3349a0014cdac742fb284d786ed,25.0,WTSI,11.38
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MELP,2012-08-08,2012-04-19,15,postnatal,homozygote,male,control,1132582,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2012-08-08T10:02:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2012-08-08T10:02:00+01:00, Date of measurement = 2012-08-08, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 788D9, Blood collection experimenter ID = 8E98D]""",c5d5b3349a0014cdac742fb284d786ed,35.2,WTSI,11.38
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,PMBB,2015-08-26,2015-05-06,16,postnatal,homozygote,female,control,2135245,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2015-08-26T09:57:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2015-08-26T09:57:00+01:00, Date of measurement = 2015-08-26, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = D554F, Blood collection experimenter ID = 0D7DE]""",c5d5b3349a0014cdac742fb284d786ed,27.9,WTSI,10.72
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MDVQ,2012-12-03,2012-08-15,15,postnatal,homozygote,male,control,1242879,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2012-12-03T08:45:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2012-12-03T08:45:00Z, Date of measurement = 2012-12-03, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 4E4B5, Blood collection experimenter ID = 67F7F]""",c5d5b3349a0014cdac742fb284d786ed,31.0,WTSI,12.1
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MFEE,2013-12-04,2013-08-12,16,postnatal,homozygote,female,control,1573427,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2013-12-04T12:08:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-12-04T12:08:00Z, Date of measurement = 2013-12-04, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = 428FC]""",c5d5b3349a0014cdac742fb284d786ed,26.2,WTSI,10.67
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,PMAY,2015-10-21,2015-07-03,15,postnatal,homozygote,female,control,2181628,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2015-10-21T10:32:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2015-10-21T10:32:00+01:00, Date of measurement = 2015-10-21, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = 996A7]""",c5d5b3349a0014cdac742fb284d786ed,29.1,WTSI,11.01
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MGMN,2015-06-15,2015-02-23,16,postnatal,homozygote,male,control,2070427,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2015-06-15T10:52:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2015-06-15T10:52:00+01:00, Date of measurement = 2015-06-15, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = 46922]""",c5d5b3349a0014cdac742fb284d786ed,37.2,WTSI,11.19
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MEFV,2012-09-19,2012-05-29,16,postnatal,homozygote,female,control,1167395,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2012-09-19T10:21:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2012-09-19T10:21:00+01:00, Date of measurement = 2012-09-19, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 4E4B5, Blood collection experimenter ID = 4E4B5]""",c5d5b3349a0014cdac742fb284d786ed,29.2,WTSI,10.68
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MEGB,2012-11-14,2012-07-27,15,postnatal,homozygote,male,control,1225552,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2012-11-14T10:52:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2012-11-14T10:52:00Z, Date of measurement = 2012-11-14, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 4E4B5, Blood collection experimenter ID = E57C6]""",c5d5b3349a0014cdac742fb284d786ed,26.9,WTSI,11.73
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MCZV,2016-05-09,2016-01-19,15,postnatal,homozygote,female,control,2337649,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2016-05-09T09:19:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2016-05-09T09:19:00+01:00, Date of measurement = 2016-05-09, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = 67F7F]""",c5d5b3349a0014cdac742fb284d786ed,26.0,WTSI,10.08
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MFLC,2015-07-29,2015-04-06,16,postnatal,homozygote,female,control,2106782,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2015-07-29T10:02:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2015-07-29T10:02:00+01:00, Date of measurement = 2015-07-29, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 0D087, Blood collection experimenter ID = 68CE1]""",c5d5b3349a0014cdac742fb284d786ed,28.6,WTSI,11.5
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MGCY,2014-08-18,2014-04-29,15,postnatal,homozygote,female,control,1803748,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-08-18T10:24:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-08-18T10:24:00+01:00, Date of measurement = 2014-08-18, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = C0F16]""",c5d5b3349a0014cdac742fb284d786ed,23.7,WTSI,10.6
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MEAV,2013-09-04,2013-05-14,16,postnatal,homozygote,female,control,1491369,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2013-09-04T12:06:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-09-04T12:06:00+01:00, Date of measurement = 2013-09-04, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = 4E4B5]""",c5d5b3349a0014cdac742fb284d786ed,24.5,WTSI,10.68
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,PMBL,2016-01-06,2015-09-18,15,postnatal,homozygote,male,control,2243090,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2016-01-06T09:18:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2016-01-06T09:18:00Z, Date of measurement = 2016-01-06, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = 996A7]""",c5d5b3349a0014cdac742fb284d786ed,34.2,WTSI,10.16
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MEXC,2014-02-17,2013-10-28,16,postnatal,homozygote,female,control,1642570,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-02-17T09:11:00Z, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-02-17T09:11:00Z, Date of measurement = 2014-02-17, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = 88AE6, Blood collection experimenter ID = 68CE1]""",c5d5b3349a0014cdac742fb284d786ed,25.1,WTSI,11.0
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MFJX,2014-05-12,2014-01-19,16,postnatal,homozygote,female,control,1718204,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2014-05-12T10:26:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-05-12T10:26:00+01:00, Date of measurement = 2014-05-12, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = AFDA3, Blood collection experimenter ID = 68CE1]""",c5d5b3349a0014cdac742fb284d786ed,29.1,WTSI,10.05
MGP Select Pipeline,MGP_001,Hematology,IMPC_HEM_001,Red blood cell count,IMPC_HEM_002_001,MGI:2159965,C57BL/6N,involves: C57BL/6N,-,-,-,-,WTSI,MEFV,2013-08-22,2013-05-01,16,postnatal,homozygote,male,control,1480911,"""[Equipment ID = scil Vet abc hematology analyzer, Equipment manufacturer = Scil animal care company Gmbh, Equipment model = Scil Vet abc, Anesthesia used for blood collection = Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg), Method of blood collection = Retro-orbital puncture, Anticoagulant = EDTA, Blood collection tubes = Kabe Labortechnik 200ul EDTA, Date and time of sacrifice = 2013-08-22T12:01:00+01:00, Samples kept on ice between collection and analysis = No, ID for blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-08-22T12:01:00+01:00, Date of measurement = 2013-08-22, Chip card number = Mouse Card (E0401091230), Storage temperature from blood collection until measurement = 18-22, Blood analysis experimenter ID = E57C6, Blood collection experimenter ID = 88AE6]""",c5d5b3349a0014cdac742fb284d786ed,33.7,WTSI,11.04
